
OBAMA,22/04/05 03:50:45,Clock In
OBAMA,22/04/05 03:53:22,Clock In
OBAMA,22/04/05 03:53:29,Clock Out
OBAMA,22/04/05 03:59:21,Clock In
OBAMA,22/04/05 03:59:36,Clock Out
ZHANIBEK,22/04/20 01:31:30,Clock In
ZHANIBEK,22/04/20 01:31:41,Clock Out
ZHANIBEK,22/04/20 01:34:56,Clock In
